Siruta,Localitate,Judet,Abs_liceal,Abs_postlic,Abs_primar_gimn,Abs_profes,Abs_tehnic,Abs_univ,Pop_liceal,Pop_profess,Pop_primar_gimn,Pop_univ
168791,Budesti,VL,0,0,32,0,0,0,0,0,307,0
168880,Bujoreni,VL,0,0,36,0,0,0,0,0,290,0
168960,Bunesti,VL,0,0,35,0,0,0,0,0,186,0
169039,Cernisoara,VL,0,0,14,0,0,0,0,0,252,0
169119,Caineni,VL,0,0,22,0,0,0,0,0,255,0
169182,Copaceni,VL,0,0,33,0,0,0,0,0,201,0
169253,Costesti,VL,0,0,21,35,0,0,0,203,162,0
169306,Creteni,VL,0,0,14,0,0,0,0,0,103,0
169351,Daesti,VL,0,0,17,0,0,0,0,0,166,0
169404,Danicei,VL,0,0,18,0,0,0,0,0,93,0
169547,Dragoesti,VL,0,0,15,0,0,0,0,0,103,0
169583,Fauresti,VL,0,0,15,0,0,0,0,0,123,0
169681,Fartatesti,VL,0,0,32,0,0,0,0,0,219,0
169896,Francesti,VL,0,0,52,0,0,0,0,0,399,0
169994,Galicea,VL,0,0,38,0,0,0,0,0,220,0
170097,Ghioroiu,VL,0,0,13,0,0,0,0,0,129,0
170168,Glavile,VL,0,0,13,0,0,0,0,0,97,0
170220,Golesti,VL,0,0,12,0,0,0,0,0,85,0
170346,Gradistea,VL,57,0,19,0,0,0,112,0,172,0
170444,Gusoeni,VL,0,0,10,0,0,0,0,0,42,0
170514,Ionesti,VL,0,0,29,0,0,0,0,0,267,0
170612,Lalosu,VL,0,0,23,0,0,0,0,0,223,0
170685,Ladesti,VL,72,0,20,0,0,0,231,0,142,0
170792,Lapusata,VL,0,0,13,0,0,0,0,0,138,0
170872,Livezi,VL,0,0,24,0,0,0,0,0,149,0
170952,Lungesti,VL,0,0,20,0,0,0,0,0,187,0
171021,Malaia,VL,0,0,8,0,0,0,0,0,107,0
171067,Mateesti,VL,0,0,25,0,0,0,0,0,233,0
171101,Maciuca,VL,45,0,0,0,0,0,97,54,97,0
171209,Madulari,VL,0,0,12,0,0,0,0,0,90,0
171272,Maldaresti,VL,0,0,0,0,0,0,0,0,108,0
171325,Mihaesti,VL,0,0,31,0,0,0,0,0,357,0
171469,Milcoiu,VL,0,0,6,0,0,0,0,0,71,0
171539,Muereasca,VL,0,0,25,0,0,0,0,0,154,0
171628,Nicolae Balcescu,VL,0,0,38,0,0,0,0,0,202,0
171806,Olanu,VL,0,0,15,0,0,0,0,0,171,0
171879,Orlesti,VL,0,0,22,0,0,0,0,0,154,0
171931,Otesani,VL,0,0,14,0,0,0,0,0,115,0
171995,Pausesti,VL,0,0,19,0,0,0,0,0,161,0
172082,Pausesti-Maglasi,VL,0,0,29,0,0,0,0,0,229,0
172153,Perisani,VL,0,0,23,0,0,0,0,30,209,0
172279,Pesceana,VL,0,0,16,0,0,0,0,0,86,0
172340,Pietrari,VL,0,0,34,0,0,0,0,0,191,0
172377,Popesti,VL,0,0,28,0,0,0,0,0,198,0
172457,Prundeni,VL,0,0,26,0,0,0,0,0,162,0
172509,Racovita,VL,0,0,18,0,0,0,0,0,200,0
172581,Roesti,VL,0,0,25,0,0,0,0,0,162,0
172698,Rosiile,VL,0,0,27,0,0,0,0,0,185,0
172812,Runcu,VL,0,0,6,0,0,0,0,0,57,0
172894,Salatrucel,VL,0,0,24,0,0,0,0,0,133,0
172947,Scundu,VL,0,0,11,0,0,0,0,0,102,0
172992,Sinesti,VL,0,0,21,0,0,0,0,0,176,0
173061,Slatioara,VL,0,0,26,0,0,0,0,0,0,0
173132,Stanesti,VL,0,0,7,0,0,0,0,0,64,0
173230,Stoenesti,VL,0,0,25,0,0,0,0,0,167,0
173374,Stoilesti,VL,0,0,37,0,0,0,0,0,258,0
173533,Stroesti,VL,0,0,25,0,0,0,0,0,174,0
173597,Sutesti,VL,0,0,12,0,0,0,0,0,125,0
173686,Sirineasa,VL,0,0,24,0,0,0,0,0,179,0
173748,Stefanesti,VL,0,0,16,0,0,0,0,0,160,0
173793,Susani,VL,0,0,28,0,0,0,0,0,223,0
173855,Tetoiu,VL,0,0,16,0,0,0,0,0,151,0
173935,Tomsani,VL,0,0,27,0,0,0,0,0,190,0
174021,Vaideeni,VL,0,0,29,0,0,0,0,0,294,0
174085,Valea Mare,VL,0,0,22,0,0,0,0,0,159,0
174156,Vladesti,VL,0,0,21,0,0,0,0,0,155,0
174218,Voicesti,VL,0,0,11,0,0,0,0,0,103,0
174254,Voineasa,VL,0,0,14,0,0,0,0,0,89,0
174290,Zatreni,VL,0,0,24,0,0,0,0,0,181,0
174496,Titesti,VL,0,0,8,0,0,0,0,0,52,0
174502,Diculesti,VL,0,0,23,0,0,0,0,0,192,0
174511,Lacusteni,VL,0,0,14,0,0,0,0,0,100,0
174520,Mitrofani,VL,0,0,3,0,0,0,0,0,17,0
174744,Municipiul Focsani,VN,1606,474,768,55,13,89,7143,564,7297,287
174780,Campineanca,VN,0,0,34,0,0,0,0,0,176,0
174824,Golesti,VN,0,0,23,0,0,0,0,0,184,0
174860,Municipiul Adjud,VN,298,0,153,17,0,0,1352,108,1341,0
174922,Oras Marasesti,VN,41,0,117,0,0,0,223,0,1283,0
175019,Oras Odobesti,VN,108,28,72,0,0,0,509,52,718,0
175055,Oras Panciu,VN,161,22,56,0,0,0,712,0,639,0
175126,Andreiasu De Jos,VN,0,0,27,0,0,0,0,0,165,0
175206,Balesti,VN,0,0,14,0,0,0,0,0,142,0
175224,Barsesti,VN,0,0,8,0,0,0,0,0,89,0
175260,Boghesti,VN,0,0,12,0,0,0,0,0,146,0
175368,Bolotesti,VN,0,0,40,0,0,0,0,0,318,0
175439,Bordesti,VN,0,0,7,0,0,0,0,0,158,0
175466,Brosteni,VN,0,0,25,0,0,0,0,0,197,0
175509,Chiojdeni,VN,0,0,34,0,0,0,0,0,269,0
175590,Ciorasti,VN,0,0,30,0,0,0,24,0,257,0
175670,Campuri,VN,0,0,30,0,0,0,0,0,315,0
175732,Carligele,VN,0,0,27,0,0,0,0,0,214,0
175787,Corbita,VN,0,0,18,0,0,0,0,0,142,0
175885,Cotesti,VN,0,0,36,0,0,0,0,0,333,0
175938,Dumbraveni,VN,0,0,38,0,0,0,0,0,317,0
175983,Dumitresti,VN,72,0,45,0,0,0,192,0,420,0
176150,Fitionesti,VN,0,0,18,0,0,0,0,0,121,0
176212,Garoafa,VN,0,0,33,0,0,0,0,0,313,0
176301,Gugesti,VN,0,0,61,0,0,0,0,0,502,0
176338,Gura Calitei,VN,0,0,21,0,0,0,0,0,173,0
176445,Homocea,VN,0,0,33,0,0,0,0,0,661,0
176506,Jaristea,VN,0,0,35,0,0,0,0,0,352,0
176551,Jitia,VN,0,0,25,0,0,0,0,0,187,0
176613,Maicanesti,VN,0,0,42,0,0,0,14,19,351,0
176686,Mera,VN,0,0,51,0,0,0,0,0,343,0
176748,Milcovul,VN,0,0,23,0,0,0,0,0,139,0
176793,Movilita,VN,0,0,29,0,0,0,0,0,277,0
176855,Nanesti,VN,0,0,16,0,0,0,0,0,139,0
176891,Naruja,VN,0,0,14,0,0,0,0,0,145,0
176944,Nereju,VN,0,0,58,0,0,0,0,0,493,0
177003,Nistoresti,VN,0,0,23,0,0,0,0,0,151,0
177101,Paltin,VN,0,0,30,0,0,0,0,0,190,0
177236,Paunesti,VN,0,0,55,0,0,0,0,0,414,0
177263,Poiana Cristei,VN,0,0,21,0,0,0,0,0,228,0
177352,Pufesti,VN,0,0,30,0,0,0,0,0,365,0
177405,Racoasa,VN,0,0,31,0,0,0,0,0,245,0
177469,Reghiu,VN,0,0,14,0,0,0,0,0,203,0
177557,Ruginesti,VN,0,0,30,0,0,0,0,0,313,0
177600,Sihlea,VN,0,0,49,0,0,0,0,0,499,0
177655,Slobozia Bradului,VN,0,0,49,0,0,0,0,0,1438,0
177726,Slobozia Ciorasti,VN,0,0,15,0,0,0,0,0,126,0
177762,Soveja,VN,0,0,17,0,0,0,0,0,121,0
177799,Straoane,VN,0,0,30,0,0,0,0,0,241,0
177842,Suraia,VN,0,0,37,0,0,0,0,0,355,0
177879,Tanasoaia,VN,0,0,22,0,0,0,0,0,165,0
177986,Tataranu,VN,0,0,32,0,0,0,0,0,246,0
178046,Tamboesti,VN,0,0,30,0,0,0,0,0,430,0
178117,Tulnici,VN,0,0,26,0,0,0,0,0,317,0
178180,Tifesti,VN,0,0,38,0,0,0,0,0,345,0
178279,Urechesti,VN,0,0,13,0,0,0,0,0,168,0
178313,Valea Sarii,VN,0,0,17,0,0,0,0,0,110,0
178377,Vidra,VN,130,33,69,8,0,0,542,90,563,0
178475,Vintileasca,VN,0,0,28,0,0,0,0,0,173,0
178545,Vizantea-Livezi,VN,0,0,32,0,0,0,0,0,237,0
178607,Vanatori,VN,0,0,29,0,0,0,0,0,298,0
178689,Vartescoiu,VN,0,0,25,0,0,0,0,0,275,0
178750,Vrancioaia,VN,0,0,19,0,0,0,0,0,182,0
178821,Vulturu,VN,0,0,61,0,0,0,0,0,501,0
178885,Negrilesti,VN,0,0,10,0,0,0,0,0,63,0
178894,Ploscuteni,VN,0,0,33,0,0,0,0,0,288,0
178901,Popesti,VN,0,0,21,0,0,0,0,0,172,0
178910,Paulesti,VN,0,0,12,0,0,0,0,0,100,0
178929,Biliesti,VN,0,0,13,0,0,0,0,0,138,0
178938,Gologanu,VN,0,0,16,0,0,0,0,0,128,0
178947,Obrejita,VN,0,0,25,0,0,0,0,0,155,0
178956,Rastoaca,VN,0,0,14,0,0,0,0,0,98,0
178965,Spulber,VN,0,0,16,0,0,0,0,0,169,0
179132,Municipiul Bucuresti,B,14778,2927,13139,173,172,39692,66522,2449,146909,172038
179221,Oras Bragadiru,IF,0,0,93,0,0,0,0,0,1266,0
179249,Chiajna,IF,94,0,62,0,0,0,260,0,875,0
179285,Oras Chitila,IF,0,0,117,0,0,0,0,0,1265,0
179310,Dobroesti,IF,0,0,49,0,0,0,0,0,552,0
179347,Glina,IF,0,0,59,0,0,0,0,0,693,0
179383,Jilava,IF,0,0,72,0,0,0,0,0,707,0
179409,Oras Magurele,IF,86,0,92,0,0,0,362,0,1031,0
179463,Mogosoaia,IF,0,0,30,0,0,0,0,0,450,0
179481,Oras Otopeni,IF,75,0,126,0,0,0,354,0,1605,0
179515,Oras Pantelimon,IF,0,0,178,0,0,0,0,0,1924,0
179533,Oras Popesti Leordeni,IF,26,0,149,0,0,0,117,0,1421,0
179551,Oras Voluntari,IF,180,0,292,0,0,0,666,0,3914,0
179588,Copaceni,IF,0,0,17,0,0,0,0,0,214,0
179604,Poienile Izei,MM,0,0,7,0,0,0,0,0,38,0
179613,Sieu,MM,0,0,21,0,0,0,0,0,161,0
179622,Grosii Tiblesului,MM,0,0,33,0,0,0,0,0,163,0
179631,Treznea,SJ,0,0,11,0,0,0,0,0,92,0
179640,Vulcana-Pandele,DB,0,0,39,0,0,0,0,0,244,0
179659,Negrilesti,BN,0,0,20,0,0,0,0,0,151,0
179677,Camin,SM,0,0,10,0,0,0,0,0,122,0
179686,Dumitrita,BN,0,0,29,0,0,0,0,0,332,0
179695,Simisna,SJ,0,0,14,0,0,0,0,0,69,0
179702,Traian,IL,0,0,34,22,0,0,0,32,297,0
179711,Vladeni,DB,0,0,30,0,0,0,0,0,247,0
179720,Poiana Ilvei,BN,0,0,16,0,0,0,0,0,115,0
179739,Malu,GR,0,0,14,0,0,0,0,0,139,0
179748,Cosoba,GR,0,0,33,0,0,0,0,0,297,0
179757,Herasti,GR,0,0,12,0,0,0,0,0,178,0
179766,Isvoarele,GR,0,0,11,0,0,0,0,0,109,0
179775,Sabareni,GR,0,0,22,0,0,0,0,0,230,0
179784,Boranesti,IL,0,0,49,0,0,0,0,0,259,0
179793,Buesti,IL,0,0,0,0,0,0,0,0,43,0
179800,Maia,IL,0,0,16,0,0,0,0,0,149,0
179819,Ograda,IL,0,0,29,0,0,0,0,0,256,0
179828,Rosiori,IL,0,0,26,0,0,0,0,0,250,0
179837,Coas,MM,0,0,12,0,0,0,0,0,116,0
179846,Coltau,MM,0,0,27,0,0,0,18,0,359,0
179855,Gardani,MM,0,0,7,0,0,0,0,0,71,0
179864,Oncesti,MM,0,0,7,0,0,0,0,0,80,0
179873,Agris,SM,0,0,8,0,0,0,0,0,124,0
179882,Ciumesti,SM,0,0,17,0,0,0,0,0,132,0
179891,Raciu,DB,0,0,40,0,0,0,0,0,281,0
179908,Pietrari,DB,0,0,30,0,0,0,0,0,213,0
179917,Rau Alb,DB,0,0,9,0,0,0,0,0,87,0
179926,Rascaeti,DB,0,0,22,0,0,0,0,0,194,0
179935,Persinari,DB,0,0,37,0,0,0,0,0,190,0
179944,Runcu Salvei,BN,0,0,14,0,0,0,0,0,131,0
179953,Ciceu- Mihaiesti,BN,0,0,11,0,0,0,0,0,93,0
179962,Galbinasi,CL,0,0,42,0,0,0,0,0,497,0
179971,Colelia,IL,0,0,8,0,0,0,0,0,93,0
179980,Marculesti,IL,0,0,9,0,0,0,0,0,110,0
179999,Moldoveni,IL,0,0,0,0,0,0,0,0,21,0
180000,Platonesti,IL,0,0,25,0,0,0,0,0,149,0
180019,Sarateni,IL,0,0,0,0,0,0,0,0,68,0
180028,Porumbesti,SM,0,0,31,0,0,0,0,0,258,0
180037,Boghis,SJ,0,0,18,0,0,0,0,0,221,0
180046,Gura Ialomitei,IL,0,0,34,0,0,0,0,0,217,0
180055,Crivat,CL,0,0,20,0,0,0,0,0,148,0
180064,Barbulesti,IL,0,0,16,0,0,0,0,0,761,0
180091,Racsa,SM,0,0,15,0,0,0,0,0,154,0
