Siruta,Localitate,Diferenta_Barbati_Femei
41701,Racos,-5075.0
91330,Soimus,-5075.0
103899,Izvoarele,-5077.9
103997,Joita,-5080.8
166057,Stefan Cel Mare,-5082.25
61737,Dobromir,-5082.25
34618,Sant,-5088.05
14405,Berevoesti,-5088.05
21597,Brusturoasa,-5089.5
94107,Munteni-Buzau,-5089.5
161482,Valea Nucarilor,-5102.55
94376,Saveni,-5109.8
121153,Bahna,-5117.05
104635,Plataresti,-5118.5
160911,Murighiol,-5118.5
61256,Ciobanu,-5118.5
18242,Priboieni,-5121.4
122132,Costisa,-5124.3
37459,Gorbanesti,-5124.3
103639,Hotarele,-5125.75
98337,Plugari,-5127.2
50326,Viperesti,-5130.1
178689,Vartescoiu,-5131.55
67121,Costestii Din Vale,-5140.25
28335,Ceica,-5140.25
93771,Independenta,-5141.7
42183,Vama Buzaului,-5143.15
40526,Apata,-5147.5
16365,Darmanesti,-5150.4
62707,Pestera,-5167.8
73905,Rast,-5169.25
144553,Darlos,-5170.7
101984,Clejani,-5180.85
151816,Nanov,-5185.2
24711,Racova,-5188.1
127386,Izvoarele,-5189.55
158733,Sanpetru Mare,-5195.35
93067,Oras Cazanesti,-5196.8
64602,Ojdula,-5199.7
127064,Ganeasa,-5205.5
157424,Jebel,-5212.75
151157,Vulturesti,-5215.65
101341,Brezoaele,-5217.1
84594,Lazarea,-5218.55
126406,Crampoia,-5220.0
85127,Mugeni,-5220.0
37672,Hiliseu-Horia,-5222.9
35429,Zagra,-5233.05
68431,Poiana,-5233.05
6217,Pianu,-5235.95
19793,Vedea,-5237.4
176748,Milcovul,-5238.85
55160,Mica,-5243.2
80980,Negomir,-5247.55
36499,Calarasi,-5250.45
101378,Bucsani,-5251.9
22059,Cotofanesti,-5256.25
91795,Vata De Jos,-5257.7
67292,Dobra,-5266.4
111783,Garla Mare,-5266.4
101056,Barcanesti,-5266.4
73629,Pielesti,-5269.3
39266,Todireni,-5270.75
85840,Sansimion,-5273.65
35884,Stauceni,-5275.1
116938,Ganesti,-5279.45
160387,Frecatei,-5288.15
29403,Finis,-5288.15
100273,Bals,-5292.5
118995,Raciu,-5295.4
29902,Lugasu De Jos,-5296.85
38633,Radauti-Prut,-5298.3
179962,Galbinasi,-5309.9
126585,Daneasa,-5315.7
27757,Brusturi,-5315.7
41854,Sinca,-5315.7
45815,C.a. Rosetti,-5317.15
80123,Danesti,-5318.6
177799,Straoane,-5321.5
107582,Cernesti,-5322.95
89856,Ilia,-5327.3
37734,Hlipiceni,-5327.3
34903,Sintereag,-5327.3
167320,Puscasi,-5328.75
164133,Grivita,-5336.0
25488,Solont,-5336.0
17619,Musatesti,-5341.8
137032,Berveni,-5341.8
149049,Horodniceni,-5344.7
77475,Valea Marului,-5347.6
169039,Cernisoara,-5349.05
109005,Stramtura,-5354.85
127251,Ianca,-5354.85
135725,Teisani,-5362.1
137746,Gherta Mica,-5366.45
129656,Valea Mare,-5367.9
64096,Bretcu,-5367.9
84629,Lueta,-5369.35
131461,Dumbravesti,-5369.35
44177,Tichilesti,-5370.8
108222,Lapus,-5370.8
153339,Marzanesti,-5376.6
145104,Mosna,-5376.6
9280,Fantanele,-5382.4
44435,Victoria,-5386.75
35269,Uriu,-5386.75
112879,Patulele,-5389.65
26742,Astileu,-5395.45
15233,Cateasca,-5398.35
46019,Cernatesti,-5399.8
62253,Mihai Viteazu,-5401.25
123255,Oniceni,-5408.5
149370,Manastirea Humorului,-5411.4
142774,Surduc,-5411.4
173935,Tomsani,-5412.85
144599,Gura Raului,-5414.3
43073,Dudesti,-5415.75
164749,Lunca Banului,-5420.1
94161,Perieti,-5421.55
115307,Bahnea,-5421.55
117113,Glodeni,-5427.35
165274,Perieni,-5436.05
71126,Bralostita,-5436.05
46910,Glodeanu-Silistea,-5436.05
138663,Sanislau,-5437.5
103862,Ion Roata,-5437.5
126718,Dobrosloveni,-5447.65
60945,Albesti,-5449.1
165719,Rebricea,-5452.0
98649,Probota,-5453.45
26029,Urechesti,-5460.7
57582,Feleacu,-5460.7
98300,Oteleni,-5473.75
34547,Spermezeu,-5473.75
141722,Ip,-5485.35
84415,Frumoasa,-5486.8
159473,Tomnatic,-5489.7
74536,Unirea,-5491.15
11423,Misca,-5491.15
132271,Baltesti,-5494.05
81184,Pestisani,-5504.2
139394,Viile Satu Mare,-5510.0
44328,Ulmu,-5510.0
141376,Hereclean,-5523.05
95747,Aroneanu,-5527.4
135315,Starchiojd,-5531.75
110296,Bala,-5536.1
173374,Stoilesti,-5540.45
34173,Petru Rares,-5543.35
126978,Falcoiu,-5543.35
175670,Campuri,-5550.6
167071,Zapodeni,-5552.05
58552,Mintiu Gherlii,-5554.95
49046,Rusetu,-5559.3
165899,Solesti,-5563.65
148097,Dolhesti,-5563.65
77153,Schela,-5566.55
137185,Botiz,-5566.55
121466,Bargauani,-5568.0
152083,Blejesti,-5570.9
169994,Galicea,-5572.35
12055,Sintea Mare,-5573.8
136198,Valcanesti,-5575.25
163734,Dumesti,-5575.25
75356,Beresti-Meria,-5576.7
76558,Grivita,-5579.6
152234,Bragadiru,-5581.05
140146,Balan,-5586.85
136919,Batarci,-5588.3
160127,Cerna,-5589.75
98168,Mogosesti-Siret,-5594.1
156473,Costeiu,-5599.9
29467,Girisu De Cris,-5601.35
103283,Garbovi,-5608.6
142284,Pericei,-5614.4
169681,Fartatesti,-5615.85
176793,Movilita,-5615.85
138351,Orasu Nou,-5618.75
154013,Scrioastea,-5624.55
94429,Scanteia,-5627.45
123175,Margineni,-5627.45
36202,Avrameni,-5627.45
121340,Bicazu Ardelean,-5627.45
48842,Puiesti,-5637.6
147036,Bilca,-5639.05
166529,Tutova,-5639.05
150043,Putna,-5641.95
71457,Calopar,-5647.75
64871,Turia,-5650.65
87362,Criscior,-5652.1
10943,Gurahont,-5655.0
62798,Rasova,-5657.9
78604,Aninoasa,-5665.15
76353,Fundeni,-5668.05
24089,Parincea,-5670.95
68789,Salcioara,-5673.85
25932,Ungureni,-5681.1
108106,Farcasa,-5684.0
145603,Slimnic,-5689.8
142239,Nusfalau,-5691.25
56844,Ceanu Mare,-5694.15
13935,Albota,-5697.05
51500,Berzovia,-5713.0
85984,Simonesti,-5715.9
122953,Hangu,-5723.15
36952,Cristinesti,-5723.15
47186,Lopatari,-5731.85
93281,Cuza Voda,-5734.75
65869,Iedera,-5739.1
23948,Orbeni,-5744.9
151512,Hantesti,-5752.15
97811,Mircesti,-5753.6
21720,Casin,-5756.5
134194,Manesti,-5760.85
37823,Ibanesti,-5765.2
73102,Melinesti,-5769.55
147241,Brodina,-5776.8
134648,Posesti,-5778.25
174021,Vaideeni,-5782.6
144713,Jina,-5788.4
97090,Golaiesti,-5792.75
85528,Sarmas,-5794.2
140280,Bobota,-5797.1
27560,Borod,-5804.35
29001,Curtuiseni,-5804.35
139009,Tarna Mare,-5805.8
110820,Breznita-Ocol,-5805.8
69330,Visina,-5810.15
127493,Maruntei,-5810.15
101617,Buturugeni,-5811.6
115897,Brancovenesti,-5814.5
99600,Trifesti,-5814.5
174780,Campineanca,-5815.95
172082,Pausesti-Maglasi,-5818.85
70094,Isalnita,-5820.3
109041,Suciu De Sus,-5821.75
63633,Barcani,-5833.35
121938,Brusturi,-5840.6
144349,Brateiu,-5844.95
64194,Cernat,-5849.3
31976,Vadu Crisului,-5866.7
155911,Biled,-5871.05
148765,Fundu Moldovei,-5872.5
37217,Durnesti,-5879.75
166869,Voinesti,-5888.45
54270,Teregova,-5891.35
58008,Iara,-5891.35
165185,Padureni,-5902.95
14272,Balilesti,-5905.85
157497,Liebling,-5908.75
104751,Radovanu,-5908.75
123371,Pastraveni,-5910.2
42753,Oras Faurei,-5910.2
31333,Simian,-5917.45
70940,Barca,-5921.8
10872,Ghioroc,-5921.8
96637,Cristesti,-5921.8
57742,Frata,-5923.25
137675,Dorolt,-5934.85
139330,Vama,-5937.75
15830,Corbi,-5937.75
116590,Eremitu,-5940.65
97063,Focuri,-5945.0
72383,Galicea Mare,-5946.45
124661,Timisesti,-5950.8
84264,Dealu,-5953.7
159767,Oras Sulina,-5953.7
48138,Padina,-5955.15
98827,Schitu Duca,-5968.2
93085,Ciocanesti,-5974.0
76807,Nicoresti,-5975.45
178545,Vizantea-Livezi,-5978.35
124803,Tibucani,-5979.8
44391,Vadeni,-5984.15
14851,Budeasa,-5985.6
172457,Prundeni,-5988.5
68976,Uliesti,-5989.95
53274,Mehadia,-6001.55
54617,Zavoi,-6007.35
132164,Baba Ana,-6013.15
67470,Finta,-6016.05
124849,Urecheni,-6017.5
147054,Bogdanesti,-6030.55
12144,Sagu,-6030.55
69964,Bucovat,-6032.0
137540,Culciu,-6036.35
176686,Mera,-6039.25
138164,Micula,-6040.7
27631,Bors,-6042.15
178117,Tulnici,-6050.85
152902,Draganesti-Vlasca,-6052.3
59327,Savadisla,-6055.2
166770,Vinderei,-6058.1
71260,Breasta,-6063.9
144731,Laslea,-6065.35
66152,Branistea,-6069.7
107662,Cicarlau,-6069.7
108400,Ocna Sugatag,-6069.7
71698,Cerat,-6071.15
57350,Cojocna,-6074.05
143487,Cristian,-6079.85
138921,Supur,-6090.0
26346,Gioseni,-6094.35
170514,Ionesti,-6094.35
100638,Mitreni,-6105.95
39122,Sendriceni,-6105.95
164687,Lipovat,-6111.75
153277,Maldaeni,-6117.55
43652,Movila Miresii,-6120.45
150070,Radaseni,-6132.05
157530,Lovrin,-6133.5
176506,Jaristea,-6134.95
111863,Gogosu,-6136.4
12037,Semlac,-6142.2
46867,Glodeanu Sarat,-6145.1
82555,Turburea,-6146.55
144152,Bazna,-6148.0
150445,Saru Dornei,-6148.0
121242,Baltatesti,-6168.3
115520,Batos,-6172.65
164339,Iana,-6182.8
122061,Candesti,-6185.7
46769,Galbinasi,-6185.7
104680,Prundu,-6190.05
164936,Muntenii De Jos,-6195.85
96192,Ciortesti,-6195.85
12242,Sicula,-6201.65
13524,Valea Mare Pravat,-6203.1
90538,Pui,-6203.1
124885,Valea Ursului,-6208.9
128588,Rusanesti,-6210.35
129460,Tia Mare,-6211.8
68280,Nucet,-6213.25
117550,Ibanesti,-6216.15
132805,Cornu,-6217.6
78711,Baia De Fier,-6221.95
93815,Jegalia,-6226.3
177557,Ruginesti,-6229.2
167302,Muntenii De Sus,-6230.65
124073,Romani,-6243.7
126433,Curtisoara,-6248.05
177352,Pufesti,-6249.5
121108,Agapia,-6250.95
144116,Axente Sever,-6253.85
70897,Bistret,-6258.2
32811,Caianu Mic,-6258.2
96110,Butea,-6262.55
58259,Jucu,-6262.55
160680,Luncavita,-6265.45
104387,Niculesti,-6269.8
66768,Contesti,-6272.7
66009,Branesti,-6278.5
108035,Dumbravita,-6279.95
143851,Oras Ocna Sibiului,-6281.4
120254,Vanatori,-6287.2
95943,Bivolari,-6287.2
139214,Turulung,-6287.2
26083,Valea Seaca,-6291.55
11539,Paulis,-6293.0
127288,Iancu Jianu,-6295.9
68128,Mogosani,-6297.35
116545,Deda,-6304.6
70879,Oras Bechet,-6311.85
146799,Adancata,-6314.75
116288,Craciunesti,-6314.75
67522,Glodeni,-6316.2
107270,Bistra,-6317.65
58142,Iclod,-6324.9
23387,Magiresti,-6326.35
63300,Cuza Voda,-6326.35
75711,Branistea,-6326.35
49769,Topliceni,-6329.25
37912,Lunca,-6343.75
99101,Siretel,-6352.45
36569,Copalau,-6355.35
147526,Cacica,-6371.3
77180,Slobozia Conachi,-6374.2
108204,Ieud,-6374.2
152332,Buzescu,-6377.1
105829,Vasilati,-6385.8
73068,Malu Mare,-6388.7
4366,Galda De Jos,-6391.6
168229,Alunu,-6393.05
135896,Tomsani,-6393.05
65501,Ulmi,-6395.95
119466,Sanpaul,-6398.85
95667,Andrieseni,-6406.1
156712,Dudestii Vechi,-6409.0
151442,Iaslovat,-6409.0
122187,Cracaoani,-6413.35
96003,Ungheni,-6416.25
50479,Ziduri,-6419.15
45003,Beceni,-6426.4
100148,Vladeni,-6426.4
24187,Pancesti,-6426.4
12340,Simand,-6427.85
7865,Sona,-6427.85
96147,Ceplenita,-6429.3
68716,Runcu,-6432.2
71634,Celaru,-6435.1
39836,Vorniceni,-6436.55
27436,Biharia,-6436.55
84086,Ciumani,-6439.45
152760,Dobrotesti,-6443.8
99209,Strunga,-6451.05
32633,Bistrita Bargaului,-6456.85
27971,Buntesti,-6462.65
42058,Teliu,-6464.1
150891,Valea Moldovei,-6464.1
150980,Vatra Moldovitei,-6468.45
68324,Ocnita,-6471.35
175938,Dumbraveni,-6478.6
164393,Ivanesti,-6481.5
133090,Dumbrava,-6487.3
125962,Brastavatu,-6501.8
98051,Miroslovesti,-6514.85
71055,Bradesti,-6522.1
31011,Salard,-6522.1
14584,Bogati,-6523.55
107350,Bocicoiu Mare,-6536.6
138208,Moftin,-6546.75
75114,Sendreni,-6564.15
174824,Golesti,-6568.5
66438,Buciumeni,-6568.5
100004,Victoria,-6574.3
49849,Tintesti,-6577.2
34690,Sieu-Magherus,-6578.65
151834,Poroschia,-6580.1
163002,Codaesti,-6594.6
31654,Tauteu,-6603.3
31262,Suplacu De Barcau,-6607.65
66330,Bezdead,-6612.0
102240,Cosereni,-6613.45
167696,Oras Baile Olanesti,-6616.35
150766,Vadu Moldovei,-6617.8
145765,Sura Mare,-6619.25
159785,Baia,-6627.95
18858,Stoenesti,-6641.0
70744,Argetoaia,-6643.9
99058,Sinesti,-6658.4
158010,Ortisoara,-6659.85
28665,Ciumeghiu,-6662.75
49643,Tisau,-6671.45
177986,Tataranu,-6677.25
81861,Scoarta,-6677.25
12778,Zabrani,-6680.15
108632,Rona De Sus,-6684.5
40688,Budila,-6690.3
150196,Satu Mare,-6690.3
176944,Nereju,-6697.55
17209,Micesti,-6704.8
73709,Plenita,-6704.8
160644,Jurilovca,-6707.7
14450,Barla,-6712.05
16908,Leresti,-6728.0
127368,Izbiceni,-6729.45
163681,Duda-Epureni,-6730.9
17101,Merisani,-6732.35
102749,Oras Fierbinti-Targ,-6732.35
132574,Cerasu,-6735.25
132510,Ceptura,-6736.7
112548,Jiana,-6739.6
73317,Marsani,-6739.6
64639,Ozun,-6749.75
37547,Havarna,-6755.55
121297,Bicaz-Chei,-6762.8
175983,Dumitresti,-6767.15
70174,Simnicu De Sus,-6772.95
41471,Moieciu,-6774.4
25148,Sanduleni,-6778.75
72926,Leu,-6780.2
105972,Vanatorii Mici,-6781.65
64826,Sanzieni,-6784.55
63802,Batani,-6786.0
100736,Manasia,-6787.45
44140,Sutesti,-6787.45
22576,Filipesti,-6787.45
17049,Malureni,-6794.7
84825,Lupeni,-6796.15
58311,Luna,-6796.15
161384,Topolog,-6804.85
176613,Maicanesti,-6810.65
59693,Tritenii De Jos,-6813.55
148514,Forasti,-6817.9
100086,Vanatori,-6822.25
104485,Ogrezeni,-6836.75
40606,Bod,-6839.65
107314,Barsana,-6846.9
134014,Magurele,-6846.9
38982,Suharau,-6857.05
45753,Calvini,-6867.2
25521,Stanisesti,-6880.25
87219,Oras Aninoasa,-6891.85
73031,Maglavit,-6896.2
105259,Spantov,-6899.1
145667,Seica Mare,-6902.0
163618,Dranceni,-6904.9
148453,Fantanele,-6915.05
69063,Valea Lunga,-6920.85
18741,Slobozia,-6920.85
118209,Mica,-6922.3
46313,Cislau,-6923.75
76585,Independenta,-6923.75
49073,Sageata,-6925.2
176212,Garoafa,-6928.1
56666,Caseiu,-6938.25
132752,Colceag,-6938.25
29724,Ineu,-6939.7
121607,Bodesti,-6941.15
65413,Doicesti,-6944.05
93664,Gradistea,-6944.05
147072,Boroaia,-6951.3
41033,Halchiu,-6968.7
99879,Tiganasi,-6973.05
114970,Acatari,-6978.85
108268,Miresu Mare,-6978.85
127983,Osica De Sus,-6978.85
162381,Bacesti,-6978.85
144928,Oras Miercurea Sibiului,-6980.3
127019,Farcasele,-6997.7
78454,Oras Ticleni,-6997.7
158859,Teremia Mare,-7010.75
134559,Poienarii Burchii,-7013.65
21454,Barsanesti,-7015.1
3039,Bistra,-7016.55
148293,Dornesti,-7018.0
175368,Bolotesti,-7023.8
123013,Icusesti,-7028.15
161035,Niculitel,-7032.5
130954,Oras Azuga,-7033.95
156259,Cenad,-7048.45
134443,Podenii Noi,-7051.35
135431,Sirna,-7052.8
103014,Fundeni,-7057.15
175885,Cotesti,-7058.6
35839,Rachiti,-7058.6
65048,Zabala,-7061.5
24276,Pargaresti,-7065.85
102348,Crevedia Mare,-7067.3
133018,Draganesti,-7071.65
56210,Bontida,-7076.0
63688,Sita Buzaului,-7077.45
67256,Darmanesti,-7087.6
102605,Dragomiresti-Vale,-7089.05
161302,Somova,-7094.85
48968,Ramnicelu,-7099.2
79834,Crasna,-7100.65
12876,Zimandu Nou,-7105.0
168880,Bujoreni,-7107.9
24837,Rachitoasa,-7118.05
22718,Ghimes-Faget,-7119.5
72034,Desa,-7134.0
76996,Piscu,-7144.15
151558,Voitinel,-7144.15
26289,Zemes,-7144.15
81095,Pades,-7147.05
36809,Cotusca,-7151.4
96717,Dagata,-7164.45
122828,Garcina,-7165.9
36907,Cristesti,-7174.6
46484,Costesti,-7184.75
108598,Repedea,-7194.9
123790,Poiana Teiului,-7194.9
165470,Puiesti,-7200.7
34280,Rebrisoara,-7203.6
102945,Frumusani,-7206.5
116796,Fantanele,-7207.95
101001,Baneasa,-7216.65
27686,Bratca,-7221.0
39738,Vladeni,-7226.8
78016,Dragutesti,-7244.2
42398,Vulcan,-7260.15
154834,Tiganesti,-7265.95
40900,Cristian,-7271.75
18778,Stalpeni,-7284.8
83981,Ciucsangeorgiu,-7290.6
158528,Satchinez,-7292.05
73567,Ostroveni,-7292.05
62538,Ostrov,-7300.75
64942,Valcele,-7308.0
76718,Mastacani,-7310.9
158109,Periam,-7323.95
59041,Poieni,-7325.4
166636,Valeni,-7335.55
124723,Trifesti,-7341.35
105605,Ulmeni,-7344.25
36300,Baluseni,-7351.5
8158,Unirea,-7352.95
18670,Schitu Golesti,-7358.75
50415,Zarnesti,-7360.2
81576,Runcu,-7371.8
96940,Dumesti,-7374.7
131274,Poiana Campina,-7393.55
152172,Botoroaga,-7396.45
33541,Livezile,-7396.45
20411,Magura,-7402.25
68342,Odobesti,-7406.6
64041,Bradut,-7406.6
105534,Tartasesti,-7421.1
179640,Vulcana-Pandele,-7425.45
101902,Ciolpani,-7428.35
24524,Podu Turcului,-7435.6
19338,Titesti,-7437.05
103130,Ganeasa,-7447.2
92989,Bordusani,-7448.65
137229,Calinesti-Oas,-7450.1
108892,Oras Salistea De Sus,-7454.45
146325,Mitocu Dragomirnei,-7460.25
115637,Balauseri,-7461.7
162498,Berezeni,-7463.15
133508,Gorgota,-7463.15
67835,Ludesti,-7468.95
68182,Moroeni,-7480.55
163486,Dragomiresti,-7483.45
117426,Hodac,-7483.45
178180,Tifesti,-7487.8
21668,Buhoci,-7492.15
50923,Oras Baile Herculane,-7492.15
150114,Rasca,-7493.6
20910,Oras Slanic-Moldova,-7495.05
64318,Ghelinta,-7500.85
109504,Viseu De Jos,-7500.85
40303,Oras Predeal,-7506.65
39391,Tudora,-7509.55
121796,Botesti,-7512.45
122702,Girov,-7515.35
66731,Comisani,-7518.25
68921,Tatarani,-7538.55
40928,Dumbravita,-7540.0
168452,Oras Balcesti,-7542.9
69250,Vacaresti,-7560.3
44300,Tufesti,-7564.65
68002,Manesti,-7567.55
76255,Fartanesti,-7570.45
41177,Hoghiz,-7576.25
71858,Ciupercenii Noi,-7590.75
151479,Horodnic De Sus,-7608.15
68048,Matasaru,-7611.05
13365,Maracineni,-7612.5
101840,Ciocanesti,-7618.3
106782,Oras Cavnic,-7619.75
20670,Stefan Cel Mare,-7622.65
149539,Moldovita,-7628.45
133964,Lipanesti,-7629.9
102909,Fratesti,-7638.6
85920,Suseni,-7651.65
15901,Cosesti,-7660.35
20607,Gura Vaii,-7664.7
160430,Greci,-7674.85
151736,Islaz,-7679.2
94223,Perisoru,-7685.0
5103,Jidvei,-7698.05
77313,Tudor Vladimirescu,-7698.05
40633,Bran,-7699.5
159687,Oras Isaccea,-7715.45
148694,Fratautii Vechi,-7716.9
98113,Mogosesti,-7719.8
80846,Matasari,-7732.85
99539,Todiresti,-7734.3
177600,Sihlea,-7735.75
124153,Sagna,-7737.2
137764,Halmeu,-7751.7
65011,Zagon,-7753.15
99370,Sipote,-7753.15
169896,Francesti,-7757.5
23350,Luizi-Calugara,-7773.45
133722,Iordacheanu,-7776.35
33382,Josenii Bargaului,-7783.6
150524,Todiresti,-7786.5
62280,Mircea Voda,-7789.4
156357,Oras Ciacova,-7790.85
21418,Berzunti,-7798.1
30149,Nojorid,-7802.45
149833,Patrauti,-7802.45
35759,Curtesti,-7806.8
67648,Gura Sutii,-7822.75
135020,Rafov,-7824.2
132896,Drajna,-7853.2
47006,Grebanu,-7854.65
36453,Oras Bucecea,-7856.1
21757,Caiuti,-7859.0
139358,Vetis,-7860.45
33989,Nimigea,-7860.45
61121,Castelu,-7861.9
25228,Saucesti,-7861.9
98916,Scanteia,-7870.6
124028,Rediu,-7883.65
74581,Valea Stanciului,-7892.35
33202,Dumitra,-7906.85
29154,Dobresti,-7911.2
109096,Sisesti,-7912.65
71787,Cetate,-7919.9
156437,Comlosu Mare,-7922.8
146931,Oras Milisauti,-7925.7
102419,Curcani,-7928.6
119331,Oras Sangeorgiu De Padure,-7935.85
8826,Vintu De Jos,-7938.75
98220,Motca,-7947.45
122908,Grumazesti,-7957.6
105570,Tunari,-7975.0
62440,Nicolae Balcescu,-7977.9
123601,Pangarati,-7980.8
46377,Cochirleanca,-7980.8
96423,Costuleni,-7983.7
99165,Stolniceni-Prajescu,-7988.05
103087,Gaiseni,-7988.05
20313,Hemeius,-7992.4
1151,Oras Abrud,-7993.85
67906,Lunguletu,-7993.85
158065,Peciu Nou,-7996.75
23449,Manastirea Casin,-8006.9
135244,Sangeru,-8037.35
149414,Moara,-8041.7
77224,Smardan,-8044.6
104181,Manastirea,-8047.5
135789,Telega,-8062.0
22460,Faraoani,-8063.45
39328,Trusesti,-8067.8
93575,Facaeni,-8069.25
168602,Oras Berbesti,-8076.5
98435,Popesti,-8080.85
76317,Frumusita,-8082.3
165979,Stanilesti,-8088.1
131933,Albesti-Paleologu,-8092.45
21971,Corbasca,-8095.35
22941,Horgesti,-8099.7
101662,Calugareni,-8101.15
70637,Amarastii De Jos,-8105.5
23289,Livezi,-8112.75
109924,Oras Baia De Arama,-8114.2
61372,Cogealac,-8117.1
150258,Slatina,-8121.45
115076,Adamus,-8135.95
108696,Ruscova,-8151.9
65752,Petresti,-8153.35
95792,Baltati,-8154.8
62761,Poarta Alba,-8159.15
75150,Vanatori,-8163.5
96370,Comarna,-8169.3
89561,Oras Geoagiu,-8175.1
99478,Tatarusi,-8178.0
132315,Banesti,-8180.9
148970,Granicesti,-8182.35
48557,Parscov,-8182.35
27383,Batar,-8183.8
160617,Jijila,-8191.05
82680,Tantareni,-8193.95
14940,Buzoesti,-8199.75
156213,Carpinis,-8204.1
107733,Copalnic-Manastur,-8211.35
17851,Pietrosani,-8221.5
84656,Lunca De Jos,-8228.75
50022,Valea Ramnicului,-8237.45
116493,Danes,-8273.7
16757,Leordeni,-8275.15
17496,Mosoaia,-8278.05
151120,Volovat,-8280.95
103238,Ghimpati,-8282.4
163832,Falciu,-8285.3
25825,Targu Trotus,-8286.75
26653,Santandrei,-8302.7
114453,Santana De Mures,-8311.4
117177,Gornesti,-8315.75
21338,Beresti-Tazlau,-8323.0
153605,Plosca,-8331.7
135164,Scorteni,-8341.85
60598,23-Aug,-8341.85
143520,Rasinari,-8341.85
78258,Oras Novaci,-8343.3
41925,Sanpetru,-8353.45
145408,Rosia,-8367.95
62397,Oras Negru Voda,-8389.7
97009,Erbiceni,-8391.15
123674,Podoleni,-8391.15
42708,Chiscani,-8399.85
123102,Ion Creanga,-8399.85
55277,Mihai Viteazu,-8402.75
97875,Mironeasa,-8412.9
138431,Paulesti,-8431.75
101957,Ciorogarla,-8437.55
95499,Ion Neculce,-8440.45
102286,Crevedia,-8443.35
102213,Cornetu,-8447.7
101145,Berceni,-8449.15
84558,Joseni,-8452.05
61069,Oras Baneasa,-8462.2
162194,Banca,-8470.9
128374,Oras Potcoava,-8481.05
76175,Draguseni,-8483.95
137407,Certeze,-8491.2
97438,Halaucesti,-8491.2
15741,Corbeni,-8526.0
34985,Teaca,-8530.35
110232,Oras Vanju Mare,-8531.8
148667,Fratautii Noi,-8533.25
39168,Oras Stefanesti,-8536.15
147937,Darmanesti,-8550.65
71607,Calarasi,-8555.0
84344,Ditrau,-8559.35
71956,Daneti,-8560.8
138280,Odoreu,-8572.4
150294,Straja,-8575.3
105874,Varasti,-8585.45
108712,Satulung,-8597.05
145499,Oras Saliste,-8611.55
131577,Oras Slanic,-8614.45
168791,Budesti,-8647.8
116652,Ernei,-8656.5
40214,Oras Ghimbav,-8668.1
60062,Viisoara,-8698.55
97606,Lespezi,-8705.8
86366,Zetea,-8723.2
149753,Paltinoasa,-8727.55
69526,Voinesti,-8734.8
124938,Alexandru Cel Bun,-8758.0
18527,Rucar,-8769.6
13819,Albestii De Arges,-8782.65
143771,Oras Copsa Mica,-8797.15
130847,Paulesti,-8814.55
131835,Gura Vitioarei,-8817.45
111275,Corcova,-8823.25
37324,Frumusica,-8839.2
150356,Stulpicani,-8839.2
115959,Ceuasu De Campie,-8840.65
118281,Oras Miercurea Nirajului,-8853.7
95239,Rediu,-8855.15
14165,Baiculesti,-8859.5
118691,Panet,-8865.3
35054,Telciu,-8874.0
123424,Petricani,-8874.0
177842,Suraia,-8879.8
17254,Mihaesti,-8882.7
151344,Zvoristea,-8888.5
114603,Albesti,-8888.5
125061,Zanesti,-8907.35
100781,Adunatii-Copaceni,-8908.8
48771,Posta Calnau,-8910.25
106407,Recea,-8923.3
40394,Oras Rupea,-8945.05
99968,Valea Seaca,-8955.2
63072,Topraisar,-8963.9
104243,Moara Vlasiei,-8966.8
150935,Vama,-8974.05
41088,Harman,-8994.35
12509,Tarnova,-8994.35
65379,Aninoasa,-9005.95
11940,Secusigiu,-9013.2
117319,Gurghiu,-9019.0
21007,Agas,-9042.2
33435,Lechinta,-9068.3
137960,Lazuri,-9071.2
101163,Bolintin-Deal,-9082.8
67014,Cornesti,-9085.7
37770,Hudesti,-9108.9
61513,Corbu,-9123.4
95088,Barnova,-9129.2
97722,Lungani,-9179.95
114355,Cristesti,-9181.4
85760,Sandominic,-9226.35
159213,Varias,-9245.2
130614,Berceni,-9248.1
157451,Lenauheim,-9253.9
85412,Remetea,-9265.5
102035,Clinceni,-9295.95
7099,Sasciori,-9307.55
9690,Oras Sebis,-9345.25
134050,Magureni,-9349.6
34333,Rodna,-9351.05
34235,Prundu Bargaului,-9359.75
98774,Ruginoasa,-9361.2
75515,Barcea,-9369.9
100353,Valea Lupului,-9377.15
94312,Roseti,-9398.9
157086,Oras Gataia,-9419.2
44505,Viziru,-9429.35
147358,Oras Brosteni,-9438.05
84175,Corund,-9445.3
18028,Poiana Lacului,-9446.75
151077,Vicovu De Jos,-9456.9
68627,Oras Racari,-9459.8
24338,Parjol,-9491.7
60632,Limanu,-9510.55
115389,Band,-9527.95
178607,Vanatori,-9527.95
128105,Oras Piatra-Olt,-9542.45
75221,Draganesti,-9581.6
148612,Oras Frasin,-9620.75
49545,Smeeni,-9622.2
102160,Corbeanca,-9630.9
35090,Tiha Bargaului,-9633.8
121652,Borca,-9662.8
142881,Sarmasag,-9665.7
81264,Plopsoru,-9688.9
133795,Izvoarele,-9694.7
155289,Ghiroda,-9703.4
136107,Valea Doftanei,-9709.2
67327,Dragodana,-9719.35
70110,Podari,-9726.6
93888,Oras Lehliu Gara,-9730.95
39417,Ungureni,-9742.55
140627,Crasna,-9746.9
